screen_time,social_media_hours,gaming_hours,sleep_hours,phone_pickups,mood_score,addiction_risk
9.860977696646266,2.72499655571392,1.5641671694154187,5.976224725760437,67,5,Moderate
5.528375857891565,7.493185214845658,0.23511796005387753,5.5076761902934726,173,10,Moderate
6.505122250005541,4.548162269999667,3.4555474515485076,7.389886531797841,45,2,Moderate
4.25021383980936,4.644352098751279,5.202699643258333,6.371200152862642,21,1,Low
9.837982138703197,5.919270083578996,1.4294169144238766,5.266373317057769,122,4,Moderate
11.743947059400641,2.560396808244894,5.373139370977203,5.335210072404979,149,9,Moderate
12.012860873242667,2.839241523701765,5.740805310758738,7.06061942654582,61,3,Low
7.409333551033464,0.6662752895620772,0.5502248835508865,6.614645555406714,189,5,Moderate
10.780868882689841,6.332632349806788,4.737708856767323,3.547236618292142,51,10,Moderate
1.7482638802163757,4.396231058589884,2.649183008240262,8.326225096549798,84,2,Low
13.592475271663753,5.5042400814003125,5.021783245424243,8.201212231865048,16,8,Low
1.9459190827345159,6.57488047432285,4.237453362938977,3.4880926838513986,174,6,Moderate
13.82631452051528,2.9941663660489626,2.2238528824013457,7.876797403545016,80,9,Low
8.694553604676695,2.8017459736025083,4.249087173499198,5.890001927784692,117,6,Moderate
10.166096735856579,1.9897932354423036,1.981515174114591,5.606711066929628,182,2,Moderate
7.092588345923642,0.4504262054546988,0.7129074976084315,3.7051574806626295,114,7,Moderate
10.698583430450503,4.666950120777277,5.773035290847251,5.249223477142224,122,9,Moderate
12.291788666462983,1.788766708155621,5.779335236643668,3.072926848138898,169,5,Moderate
1.5642101828762458,7.397146641788768,5.514694291671956,4.5179410079354465,156,4,Moderate
1.9806491121670005,1.3297234552740234,1.3008546395189473,4.766963681036579,10,5,Moderate
10.060025726229593,3.0736146510337594,4.422604235058115,8.491526050014638,83,8,Low
6.128783381905688,0.854048527487075,2.013960388781779,4.018079423373393,173,10,Moderate
6.047488991868338,1.8351579656395973,1.5956275497854338,5.1620705712316095,164,6,Moderate
1.420107364425456,2.2381080573515657,2.467240325233117,6.616691292139791,166,3,Low
11.692984158001197,7.598399306335392,4.35431705033016,6.680491175614739,19,8,Low
12.396599317035305,4.41270298035256,0.9890055668220057,5.467530699512214,127,1,Moderate
7.244811064262611,7.882288405324035,2.260433819627645,7.497469799856432,95,1,Moderate
11.898273161244791,3.7495452783597623,2.488917014025991,4.640442431584237,64,6,Moderate
9.992287163195856,4.274770200235705,4.499464496819831,8.478994513545857,32,5,Low
10.439570972934025,6.056649616339647,2.2671032956547186,4.446508993977791,119,1,High
13.40266335436339,4.84939707560704,1.3718568330207763,7.03020410643514,41,2,Low
5.656115334426927,0.9084607375970322,4.029439173556797,6.121846205422759,127,3,Moderate
7.762125514455914,6.817452002548321,3.311441032646913,6.365627829212317,66,1,Moderate
2.7421979698583296,0.23026141050671178,4.530823534041714,6.7218573081207875,75,3,Low
12.740963762796142,4.938109696778336,5.882776350554267,6.6485270972513115,91,3,Low
12.754063028418729,2.7860437361864028,3.0839369349588646,7.701918076446859,39,7,Low
7.8068295881951455,5.581134971947707,4.778830654043263,5.756080847677035,154,10,Moderate
10.995930637100168,0.5298878228149269,0.2751675984277977,6.724834106532548,135,3,Low
7.984424417282911,3.6809532718685762,3.5085966356949223,5.401802933461688,153,8,Moderate
3.340874540540881,5.572011729816632,2.4699672861451685,8.245905629126502,164,2,Low
8.825160142032484,1.7907925272505647,4.930743821066695,5.070495766934321,179,6,Moderate
2.153132938841723,0.9650869688048065,2.7646726081963546,4.238002310434755,43,1,Moderate
7.5444245211131395,5.523158629034922,0.23587283904659362,7.796462393454256,130,6,Moderate
2.062867415335335,6.988628992854218,5.525234403190879,3.3664677591291827,35,4,Moderate
11.480616637309797,5.986077523069267,1.107126116138264,4.256095940020262,136,8,Moderate
7.298798807483277,4.946038172242368,2.2134818374186347,5.775208296798887,118,10,Moderate
1.4768816375777727,2.019495554752166,4.280097515307315,8.371241026123196,116,2,Low
6.816360768704911,4.260938131640185,1.454823021808378,4.615459385696286,37,10,Moderate
8.331546196244872,6.725679887023449,0.5352259722723371,6.212013384093141,34,1,Low
5.458049235617383,3.791759531444449,2.1306258196758288,6.892937041749456,155,4,Moderate
7.982385043641121,4.694728944167033,4.4726368451059795,5.589957277378076,92,10,Moderate
4.689086775383418,2.9046583711890808,3.8755034479896073,6.424669828013471,193,6,Low
8.875072651639533,1.8978143338879558,0.6106948357224224,3.9171548351059924,121,4,High
12.060627731869902,0.703100996321151,4.835189320446861,3.333920936141852,146,7,Moderate
1.671261212368667,0.14593985142688837,4.181768774198529,8.983533208610366,15,2,Low
8.48797943147358,7.339164904684253,0.0318000383856325,8.850402977670855,103,8,Low
10.397649256083083,6.5668917852268205,4.310743625019322,6.210220392269463,35,3,Low
11.901573263134122,1.6406204811956728,5.807964399025406,7.26571487302049,29,1,Low
7.887920301354517,5.657840765155556,4.606677008657033,3.5237410775380527,135,4,Moderate
5.168348498073685,4.7510647804631905,2.2153828890593767,5.725607833314598,14,7,Moderate
8.135985738556705,1.6138436986418867,4.107429287279,3.527208667455941,72,5,Moderate
1.0352416923862857,0.9335685131334506,2.8389972063113533,6.6366112863350315,172,1,Low
12.05945698021391,5.967796204389745,2.4511097576155016,8.597628402599728,146,2,Low
3.356029860153582,0.53197013893422,4.446723895740354,6.446838679079471,73,8,Low
11.763231533307396,6.004015398122508,4.797222785517094,7.950796060156783,174,5,Low
4.063992698844997,5.070068509761418,5.447196782775096,4.897179493778967,51,9,Moderate
9.878766824422721,3.615588810392314,4.282694729131956,8.39800467175304,134,6,Low
8.01715380489023,3.5099574031067124,3.464917625436754,5.132174710910375,62,8,Moderate
3.9773300820223527,4.342794484907271,2.5891688588186557,4.996894715474905,188,8,Moderate
10.0183288962434,1.3338460799470653,5.27177469224063,5.972541758423794,164,4,Moderate
13.970004007009962,6.019224960310582,4.241882767460754,7.671431634304506,42,4,Low
8.408565903327116,6.099669485925524,5.260593820570497,5.052490492295445,47,4,Moderate
6.941002850661818,4.8316629765801,3.013730084775181,6.23916382267702,166,4,Moderate
10.389283389109861,5.760292292368595,3.846885797311784,7.1636906668026,45,10,Low
4.273387765790385,2.7655679480313555,1.089586300808554,8.45070336800177,47,6,Low
6.211068417927319,3.6960464291530615,5.683700037670892,3.920108418696481,150,8,Moderate
7.576552825498058,4.891633883477183,0.10866110292504305,8.23274345366491,109,4,Moderate
11.271100282613128,0.1841808383011001,3.908203265929477,7.627480011118428,40,10,Low
1.8959800117738443,0.618568523910298,0.625481796310857,8.042637791882537,20,7,Low
2.5965401639945394,1.8872482767606495,0.9931230622037386,4.1179252769647245,66,1,Moderate
12.308652706807667,4.150704457008577,3.5476526144695755,5.394016223220781,62,9,Moderate
3.6725375088832877,6.302319109715939,3.622329190380834,3.6856038003341265,34,10,Moderate
12.958123013365887,2.77076795492769,2.081719211377366,7.4250074886584905,26,3,Low
4.226943755842974,4.621055632732378,0.9930799045678429,3.20327496147957,170,1,Moderate
11.14644419809914,2.220697381035345,1.3205832844865824,4.2760847060473575,58,7,Moderate
13.682037103875832,3.6719119041361044,3.3438322133402876,8.163792107344403,72,8,Low
7.5285351343061535,4.76308013856035,0.4024588643305649,7.499762822395066,132,8,Moderate
12.674705762729278,1.6411171238560573,1.1441263239819994,3.219298007088569,39,8,Moderate
8.636896855042966,2.3523574337677724,4.28435519873897,6.165886380868715,122,2,Low
7.461155334676237,6.122850248529925,0.6178888759878931,5.006176867862893,64,7,Moderate
10.792200869716861,2.1784148377623955,5.384582458913306,6.159470799955763,96,7,Low
3.0299837657604747,5.72777783077918,3.953543651460908,3.162575955020901,76,8,Moderate
3.5494702960148867,4.04406303284827,3.5702938782025235,5.0356274753771455,76,3,Moderate
9.48569940207437,1.9054622483738122,0.596648356556071,4.459033145996725,87,8,Moderate
11.489051936513619,7.701194548438997,5.666458353463641,3.846491092666281,151,7,Moderate
12.652365640774557,0.10401538808588828,0.5130511851268085,4.247317530876164,156,3,High
8.579540292605998,3.3713964047399836,5.356030266461849,7.904661370430645,157,10,Low
11.726395308494578,2.904473697560724,0.20536866492317474,7.9839270393914985,46,6,Low
11.059848801617424,2.9020631573275635,5.166408119848329,4.317063150485752,95,8,Moderate
2.485093036965159,4.526212959732484,5.912203873450408,5.826392716162887,123,3,Moderate
7.661949526464981,5.933495553829324,4.193075118965426,5.4153002615818835,31,4,Moderate
2.7195907446292953,7.204578409891085,4.147331145657926,7.099103138672889,79,2,Low
7.885601822516054,6.520435427219657,2.9885445210660344,3.4030523994942605,174,9,Moderate
7.467043621738577,5.761620653058366,0.6394723807720462,3.8401112319626938,36,9,Moderate
4.464479113821469,5.857476627672499,1.5043839633695866,6.798588380144685,62,7,Low
8.452826916332208,6.704855705426366,2.4262890092941456,7.625468262385623,55,2,Low
3.1616837938290323,5.9042689314109635,0.4967920075507588,6.618912656798329,35,5,Low
11.882026879139381,3.497547170857948,5.493082063751484,7.329197166731434,63,2,Low
6.156441849676706,7.6326954923170645,0.8100076645272416,5.9025296515944765,45,4,Moderate
3.1061804125906,6.732237282480347,5.078447095887343,8.731417876340874,163,2,Low
2.3857772907390333,0.6011022538864701,4.3691325372216205,5.972947897237191,180,8,Moderate
6.652755401848701,1.9712162659128545,4.914613906045198,7.796495273813876,181,3,Moderate
4.537886783989515,4.721845334952697,2.165843381640161,3.549492439959805,58,1,Moderate
13.353085599670433,3.568046183663646,1.1107975730317179,6.251405684270149,92,8,Low
9.306342009345403,6.072286764310799,4.344619975638832,6.823389478736921,34,2,Low
7.362524527360826,1.7696755345568178,5.926008047979882,8.66435603811968,56,10,Moderate
8.647428840609104,7.994827996526679,3.3348394886230777,5.839260708488,144,5,Moderate
10.503307728957662,1.5407922222850434,0.6916921274837062,5.530575958383075,91,4,Moderate
11.979142180955915,2.552803785946045,4.973492844904064,3.2220458082929557,168,8,Moderate
3.9901148847401395,0.9645350862182305,0.46171920977525494,7.177732655268839,177,10,Low
10.421968029873899,0.522850726391539,1.891742026983662,6.236947754252023,102,6,Low
5.143782538116909,5.007131011496073,5.315866489417123,6.695179129093828,135,2,Moderate
1.3172101602349944,6.960790991207439,0.12761646510232283,8.248210036105196,150,2,Low
13.20788008066765,6.390265886189323,5.987604663200025,5.104270892710261,199,1,Moderate
6.225101876920148,3.8390049624312708,3.7650327793102205,8.242062685118032,130,10,Moderate
2.192091356448592,2.6909637106273765,3.1351151498071386,7.3936308431078706,186,3,Low
7.075039964989483,2.3760230116390577,5.116930930151408,7.293319891405451,46,9,Moderate
4.604453394058057,7.282712816460275,0.2706040633219391,3.656805592074691,130,8,Moderate
2.6176882448591323,7.6513255804754,4.7879359328603,4.5538959096108815,133,6,Moderate
13.770296696041061,7.0735918250520236,3.6047906786531883,8.422343803051623,162,7,Low
13.885192139780695,1.8533736110675472,5.656390644810754,6.897879893954211,126,3,Low
7.6649506432146115,1.8453584937420695,1.0591681920330496,4.322917254421052,12,8,Moderate
5.551628369167491,0.46274141250717093,5.814615780844868,8.302715309780554,108,4,Moderate
13.933801694403659,1.3911619937558983,2.3774521134159525,7.549430854224548,71,1,Low
3.0006467824181158,6.526664999924942,1.346643431019964,4.342905688935739,98,9,Moderate
12.633978735961918,6.88101453134339,2.744592586642244,5.347018596482279,132,9,Moderate
1.576896625932078,6.817548266776062,0.21253421051127042,4.974308192219226,34,5,Moderate
10.557764508804885,2.251127684620214,1.5158945637653105,3.030492838908156,142,10,Moderate
7.923832752209907,7.696975780736398,0.6568131603267233,8.366879585808405,90,2,Moderate
7.436904851181666,3.844692618613184,3.554446707957106,7.948085795550895,65,8,Moderate
9.814209983267826,4.5258557119663285,1.602169621016528,8.271779918130948,156,8,Low
4.188711919319349,1.2587252776202078,0.9624006319804326,5.0040532724714275,54,9,Moderate
13.091174556626603,0.846672750628672,4.193944428237526,4.135329238710035,142,10,Moderate
7.051110114009786,7.032571841825053,0.030871024528288604,7.919681504448601,190,7,Moderate
3.0898786486280065,6.5437361929524975,4.992805067746452,6.044806402565017,48,2,Low
4.731495731273866,4.935415347005938,5.887117068164541,6.7908811621000105,107,8,Low
11.642832466497943,1.0275897447455309,1.7000576895934896,3.110566312429305,72,5,Moderate
2.3326264638788303,7.497827897891609,4.12731433380488,3.4070223546310316,26,6,Moderate
10.211436059834181,3.788591107480708,0.34752276335278975,3.448166506547124,59,4,High
9.418457364224798,4.755166873828363,2.301673562433731,3.3937568674440777,42,6,Moderate
5.83383588010342,6.55028514685675,1.5150524981302933,3.0061768790738004,183,2,Moderate
13.962618502050244,3.4094504178877836,2.7083221459780527,3.981742927150015,128,4,High
11.919313140742135,6.182582240134436,1.3803220981886035,3.7880107584562683,90,8,Moderate
6.6203524135538245,7.548927361340791,2.518363901556734,6.8311556859845135,15,3,Moderate
4.564797630532711,7.871821183678626,2.456004037890258,8.364595222074806,24,2,Low
3.7703611523260827,0.24907266307609088,3.9100009522553103,5.211158062342567,24,8,Moderate
3.0701945976304383,1.6296099942101936,0.5469869424371501,3.9219482289666763,36,2,Moderate
10.893311882258985,5.009762573051323,0.7874692660943254,3.1951570769475115,69,10,Moderate
9.016454088769594,6.3722983278094105,2.8891341090753,3.7038491337743666,26,4,High
6.593976633693015,1.6041978136026938,2.9495672804486213,3.3852536224508043,126,2,Moderate
11.368268308283445,2.48289567138859,2.731320894490807,3.069723239448604,27,2,High
7.239204851322605,4.80016438495443,1.7499754722558194,7.169891316759255,42,6,Moderate
12.801642488800322,5.794282465011295,4.494969834607699,3.8755324442108727,85,9,Moderate
8.421758523974136,0.14694109552432,2.8941382893095495,4.262097479513212,170,10,Moderate
11.085461565308428,7.529900033859092,0.434497632878049,6.205453235858671,167,1,Low
11.71868260965884,2.862410807426171,1.932568213316012,8.864798317888715,99,10,Low
11.407627088418078,1.6012019539584808,1.0048954935544185,3.6274070420064017,70,3,High
12.650876934905497,4.758213099015489,3.6996274911748444,6.677665049193635,50,2,Low
13.157623598892975,7.57880370104831,3.751827961283687,7.700536355649688,120,7,Low
9.59066153789026,4.4240116207356674,3.5848551757915805,7.702995320513171,136,3,Low
1.529803379202146,1.311995847915978,2.63164329893723,7.34895935924435,21,7,Low
9.4538244163549,3.8342314286102983,3.694452131653457,4.974104626887973,109,8,Moderate
12.333826126650575,3.469242671651111,0.26196994624416714,3.970035264880816,155,3,High
3.9699116373068835,7.9706713284539354,5.848758972880699,6.901954118081621,44,6,Low
1.398482528675479,2.0614631080897095,2.775737740435898,8.209635032450283,168,10,Low
10.655184775599754,3.403946675584603,2.0756099552817773,5.226232577907616,29,8,Moderate
8.062906803722749,4.1119669424698,3.5283502685404753,3.176366674539044,107,4,High
12.354502095061587,7.205614912090068,2.5303255612407325,4.660966783410309,124,10,Moderate
12.860723493016982,1.6852975120453326,3.7377995013808967,6.789361320555123,152,1,Low
2.7103799066543774,5.7265997174567085,5.454195123993846,4.078098653221452,181,2,Moderate
3.352700385223367,6.835080746956633,2.9536671386882087,4.483386446419062,69,8,Moderate
8.53239369146551,5.300970232066563,0.5715690477277577,6.9127394731826275,98,9,Low
6.187597299782444,6.863890031381646,0.05418242477730151,6.530475800043632,193,4,Moderate
13.60767358602108,3.630316331069114,1.4163027800787837,3.440980483980076,23,10,Moderate
6.83410845980824,5.355123211674891,0.8745394094685102,5.696603011282426,17,1,Moderate
4.28286116698045,2.8740059833299645,2.276151539534543,6.633228945869297,184,5,Low
7.935655028896043,6.254322638760235,4.2323135646732215,5.678211879075514,120,6,Moderate
3.6759357304779874,0.895356955181823,1.6184976691019377,3.342521136535889,46,4,Moderate
1.6720588841398505,5.12002373469531,1.34820706183608,4.080062624836341,68,5,Moderate
2.3430164426122038,4.67736560354071,4.129247195199572,5.3842739307864065,52,2,Moderate
5.200698541913621,7.7847819845627715,3.480673378172808,4.525347479384959,180,2,Moderate
5.4544953455719,4.257959910610393,0.754449070839893,3.7962879229156643,61,2,Moderate
3.6240948775983286,5.3874594665993385,5.819472276643623,3.56340429473651,17,6,Moderate
12.28584930690757,1.4171983155790873,4.155755713356987,8.02869173788866,180,10,Low
1.227707881206809,1.953178323378994,4.985263148050233,8.18765301573022,122,8,Low
11.341634832053241,7.349422375948034,3.6036572552774166,8.64525213802839,151,5,Low
9.670629720881795,4.617481893693985,2.0914420034518226,3.9557246714568306,72,9,Moderate
12.26370267785939,7.946695498869028,4.5145665756934354,3.5428901717223047,168,9,Moderate
2.4184252129547463,5.204093182333726,4.591145187334708,8.554048985284272,28,6,Low
12.717883444649775,7.02312927233062,1.9031743005923916,8.213403753243426,138,8,Low
4.859300569283651,5.192597270355145,1.9702873673104864,6.781252489974865,152,5,Low
5.9454561550263705,4.387997773211814,3.5789128499125296,6.27412133097284,44,6,Moderate
1.9515470089897673,4.827588747051023,4.009276791330097,6.716942076057687,183,9,Low
5.937215142329988,6.906669196574602,3.114490710817308,5.875091265778385,126,10,Moderate
2.4159384440075087,1.1919348477615577,3.1597427836137575,4.4764179527879895,24,7,Moderate
11.568814603309216,5.744984609811955,5.733142175729608,3.10939549605817,160,7,Moderate
12.657285767921591,0.5702421604413113,5.727960180199845,6.928158488588089,60,4,Low
13.147668348471687,2.8129814979170753,0.6085249706952991,5.915230555117954,126,4,Moderate
9.711248449942243,7.4368470193759135,3.193561280034241,6.485592319576787,115,4,Low
10.329265216812184,3.1992416544332496,5.860351431975474,7.939044093573962,103,7,Low
9.854532101544777,1.4515067815650156,3.150980302002361,7.254277570334596,65,1,Low
8.375058855175746,2.05250226961091,5.777561251425479,5.901273880319549,16,6,Moderate
8.152945048031402,0.3473002628385533,3.798908253564134,8.708420053239943,128,6,Low
11.649455172548272,7.073651706787262,1.3684786316935948,4.27226903944936,19,8,Moderate
6.343370107487162,6.718890422933763,5.400138740388067,5.120528275816309,163,5,Moderate
4.926786523852336,5.855664540685076,5.107045565116625,7.028548017183686,98,2,Low
10.966529757605278,1.1976317436556618,2.5436688774798117,3.917902804971376,58,3,High
12.300375120463682,3.783135725065457,3.212148611055965,4.070675791366632,46,3,High
8.892222469154149,4.37357930171256,1.3916825766958525,5.345435975433088,194,9,Moderate
13.841211762793534,1.091518020453865,4.170867324285563,5.425912608625753,127,7,Moderate
10.418719068182035,0.12656873412465952,2.0465401468453233,7.9122423427153965,77,10,Low
5.383952725820465,7.244198338637391,4.635736364696295,4.5893726834204,106,4,Moderate
3.4942752213436576,2.586972496924166,1.3599384133619281,5.129977834991624,22,1,Moderate
11.814220472268486,5.356820929071695,0.4195896342566048,6.841009342968997,17,6,Low
8.706555891494496,5.441055448827611,1.3849751349240724,5.741151869282212,95,6,Moderate
1.6804053852246081,3.0278113878869526,2.1776656310759517,8.972882944225542,39,4,Low
1.7818504538102078,4.4983745270232784,5.745751707032281,4.051817654145958,40,9,Moderate
3.216213196260928,3.275822824041631,2.5361346803771374,7.93083866340652,21,1,Low
4.911090408592316,7.849890994754431,2.8493192610373117,5.295157681464049,32,3,Moderate
2.9814081732954265,7.939868017267002,5.562005807545772,6.239742781683358,130,5,Low
2.208078876932069,2.056378131456639,4.72741192975359,8.188117152201242,25,6,Low
3.070952268046744,0.5048722646332013,0.7058941708413518,4.364143800576593,75,9,Moderate
2.139355707929901,7.495662584248502,3.3228134442742574,4.8331458639481415,189,7,Moderate
13.25103124832903,6.986693293790783,0.9705852681126577,7.7176557405425665,152,6,Low
8.365479708228442,3.1283421044653954,3.006917995092058,5.383072664575266,175,2,Moderate
9.163350686044266,5.394430451272387,3.194887155356557,7.328532403972391,76,7,Low
4.96082880827453,0.6473542644100174,2.4178810725909687,4.041147089919052,139,3,Moderate
5.499296444991212,7.804881606879319,3.845832464071992,7.9348833818061655,34,6,Moderate
5.078459985523248,4.850967555467005,0.835188147705179,8.389569763756235,134,4,Moderate
7.533358994024751,3.189304222178505,0.8782439529734947,5.205206533749188,145,5,Moderate
1.335554790343331,1.081330313238582,5.7786906695350435,6.297177215370102,41,4,Low
6.713651952227831,0.8453174740939513,3.8449578881412374,4.296229095057598,139,7,Moderate
2.9763230906724254,0.49079701688534527,4.6845695164106385,5.758802542615921,139,2,Moderate
1.7511472929527663,5.560281830868425,5.902073551580481,4.435080625295553,108,5,Moderate
2.5780042124915754,2.4262011805407644,0.6062748660638801,7.152968050164791,106,4,Low
9.231465138175032,1.831156838772909,1.395873231376086,4.324815778713835,61,4,High
7.851539030851471,3.408667071122972,0.7842622604411968,8.3196252914428,71,3,Moderate
5.780871561404765,3.3130380202314162,4.9652273734012455,7.401686283368412,95,5,Moderate
1.1434064375724138,3.329231985438092,2.8880649098119417,3.11515366093834,88,5,Moderate
10.883767700587756,1.0968776458319924,3.21186078871555,4.291211232103425,190,2,High
1.8400168379731199,0.3410656742962619,2.2284514059008442,4.595106819925881,148,5,Moderate
11.976642075615008,0.7846606462739567,2.929446822130669,3.9002919881639055,61,2,High
7.188235681793965,3.0071062811661546,2.366857671420212,5.75668061043592,30,10,Moderate
12.597100956223047,7.642677492031426,4.721420317531771,4.892441374488076,138,2,High
6.688840612720095,2.0373649763684094,5.045229476555535,3.2305580937739498,197,8,Moderate
6.999207040121544,5.0976118144662435,3.9561235332346962,8.370706444239218,186,1,Moderate
1.8664765272889694,4.147264175561633,0.9010140049022499,7.424602612328913,96,5,Low
1.621800665123371,0.3041747858996393,4.4772435448910315,6.954213205222085,188,8,Low
2.3697779413864772,0.2845669362843868,3.051475736685471,5.325571388896617,168,4,Moderate
5.546141986696044,6.197228249449455,3.968223666422486,4.111173407204808,195,5,Moderate
8.145008568346018,6.644275651238719,0.4122769951096066,5.545781315309329,120,1,Moderate
4.840782107206463,6.153785182705069,3.747981413125583,5.291637837917375,187,3,Moderate
2.5780234360722836,4.920103744310933,4.647802683826728,6.863425521246784,131,7,Low
1.5453659046112715,7.74791022075507,4.792285149927448,4.756932220205789,11,6,Moderate
7.318201538708019,7.362377449755262,3.1246088510052763,6.698998361370501,20,10,Moderate
5.397477577928479,7.424669122608398,1.3476936710631116,5.23300214302508,68,10,Moderate
8.968214572428831,7.544606701957661,1.4441562709950297,3.7290082578055084,41,3,High
